Vaccine,Geography Type,Geography,FIPS,Season/Survey Year,Month,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,1,Age,Greater than 18 Years flu,40.8,39.0 to 42.6,6351
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,2,Age,Greater than 18 Years flu,42.5,40.7 to 44.3,6351
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,3,Age,Greater than 18 Years flu,43.7,41.9 to 45.5,6351
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,4,Age,Greater than 18 Years flu,44.3,42.5 to 46.1,6351
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,5,Age,Greater than 18 Years flu,44.7,42.9 to 46.5,6351
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,7,Age,Greater than 6 Months flu,0.5,0.4 to 0.6,12085
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,8,Age,Greater than 6 Months flu,2.8,2.3 to 3.3,12085
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,9,Age,Greater than 6 Months flu,10.4,9.6 to 11.2,12085
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,10,Age,Greater than 6 Months flu,28.1,26.8 to 29.4,12085
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,11,Age,Greater than 6 Months flu,37.0,35.7 to 38.3,12085
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,12,Age,Greater than 6 Months flu,40.6,39.3 to 41.9,12085
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,1,Age,Greater than 6 Months flu,43.1,41.6 to 44.6,12085
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,2,Age,Greater than 6 Months flu,44.7,43.2 to 46.2,12085
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,3,Age,Greater than 6 Months flu,45.9,44.4 to 47.4,12085
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,4,Age,Greater than 6 Months flu,46.4,44.9 to 47.9,12085
Seasonal Influenza,States/Local Areas,Illinois,17,2023-24,5,Age,Greater than 6 Months flu,46.7,45.2 to 48.2,12085
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,>=6 Months,0.8,0.5 to 1.1,7833
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,>=6 Months,2.9,2.4 to 3.4,7833
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,>=6 Months,11.7,10.6 to 12.8,7833
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,>=6 Months,28.9,27.3 to 30.5,7833
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,>=6 Months,39.3,37.4 to 41.2,7833
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,>=6 Months,42.9,41.0 to 44.8,7833
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,>=6 Months,46.4,44.3 to 48.5,7833
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,>=6 Months,48.1,46.0 to 50.2,7833
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,>=6 Months,49.0,46.9 to 51.1,7833
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,>=6 Months,49.6,47.4 to 51.8,7833
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,>=6 Months,50.5,48.3 to 52.7,7833
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,6 Months - 17 Years,1.7,1.2 to 2.2,5129
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,6 Months - 17 Years,6.6,5.6 to 7.6,5129
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,6 Months - 17 Years,17.3,15.9 to 18.7,5129
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,6 Months - 17 Years,36.6,34.7 to 38.5,5129
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,6 Months - 17 Years,48.6,46.5 to 50.7,5129
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,6 Months - 17 Years,52.5,50.3 to 54.7,5129
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,6 Months - 17 Years,55.6,53.3 to 57.9,5129
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,6 Months - 17 Years,56.8,54.5 to 59.1,5129
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,6 Months - 17 Years,57.7,55.3 to 60.1,5129
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,6 Months - 17 Years,57.9,55.5 to 60.3,5129
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,6 Months - 17 Years,58.5,56.1 to 60.9,5129
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,6 Months - 4 Years,3.3,1.8 to 4.8,1526
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,6 Months - 4 Years,7.2,5.2 to 9.2,1526
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,6 Months - 4 Years,20.6,17.7 to 23.5,1526
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,6 Months - 4 Years,40.9,37.1 to 44.7,1526
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,6 Months - 4 Years,56.8,52.7 to 60.9,1526
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,6 Months - 4 Years,61.8,57.6 to 66.0,1526
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,6 Months - 4 Years,65.6,61.4 to 69.8,1526
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,6 Months - 4 Years,68.6,64.2 to 73.0,1526
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,6 Months - 4 Years,69.0,64.6 to 73.4,1526
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,6 Months - 4 Years,69.0,64.6 to 73.4,1526
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,6 Months - 4 Years,69.2,64.8 to 73.6,1526
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,5-12 Years,1.6,0.8 to 2.4,2208
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,5-12 Years,6.9,5.5 to 8.3,2208
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,5-12 Years,17.5,15.5 to 19.5,2208
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,5-12 Years,38.1,35.3 to 40.9,2208
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,5-12 Years,49.4,46.4 to 52.4,2208
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,5-12 Years,53.7,50.7 to 56.7,2208
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,5-12 Years,58.3,55.1 to 61.5,2208
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,5-12 Years,59.3,56.0 to 62.6,2208
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,5-12 Years,59.8,56.5 to 63.1,2208
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,5-12 Years,60.3,57.0 to 63.6,2208
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,5-12 Years,60.9,57.5 to 64.3,2208
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,13-17 Years,NR †,NR †,1395
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,13-17 Years,5.7,4.0 to 7.4,1395
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,13-17 Years,14.9,12.3 to 17.5,1395
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,13-17 Years,31.9,28.4 to 35.4,1395
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,13-17 Years,42.6,38.6 to 46.6,1395
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,13-17 Years,45.1,41.1 to 49.1,1395
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,13-17 Years,45.8,41.8 to 49.8,1395
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,13-17 Years,46.4,42.3 to 50.5,1395
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,13-17 Years,48.3,43.9 to 52.7,1395
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,13-17 Years,48.3,43.9 to 52.7,1395
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,13-17 Years,48.9,44.4 to 53.4,1395
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,>=18 Years,NR †,NR †,2704
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,>=18 Years,1.9,1.3 to 2.5,2704
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,>=18 Years,10.2,8.8 to 11.6,2704
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,>=18 Years,26.8,24.8 to 28.8,2704
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,>=18 Years,36.7,34.3 to 39.1,2704
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,>=18 Years,40.2,37.8 to 42.6,2704
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,>=18 Years,43.9,41.4 to 46.4,2704
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,>=18 Years,45.7,43.2 to 48.2,2704
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,>=18 Years,46.6,44.1 to 49.1,2704
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,>=18 Years,47.3,44.6 to 50.0,2704
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,>=18 Years,48.3,45.6 to 51.0,2704
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,18-64 Years,NR †,NR †,1884
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,18-64 Years,1.4,0.8 to 2.0,1884
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,18-64 Years,7.2,5.8 to 8.6,1884
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,18-64 Years,20.4,18.2 to 22.6,1884
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,18-64 Years,29.9,27.2 to 32.6,1884
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,18-64 Years,33.7,31.0 to 36.4,1884
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,18-64 Years,37.5,34.6 to 40.4,1884
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,18-64 Years,39.1,36.2 to 42.0,1884
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,18-64 Years,39.9,36.8 to 43.0,1884
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,18-64 Years,40.3,37.2 to 43.4,1884
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,18-64 Years,41.0,37.9 to 44.1,1884
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,18-64 Years at High Risk,NR †,NR †,452
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,18-64 Years at High Risk,NR †,NR †,452
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,18-64 Years at High Risk,9.8,6.3 to 13.3,452
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,18-64 Years at High Risk,22.5,17.6 to 27.4,452
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,18-64 Years at High Risk,33.3,27.6 to 39.0,452
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,18-64 Years at High Risk,37.4,31.5 to 43.3,452
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,18-64 Years at High Risk,41.7,35.6 to 47.8,452
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,18-64 Years at High Risk,44.1,37.8 to 50.4,452
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,18-64 Years at High Risk,44.6,38.3 to 50.9,452
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,18-64 Years at High Risk,46.0,39.5 to 52.5,452
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,18-64 Years at High Risk,46.0,39.5 to 52.5,452
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,18-64 Years not at High Risk,NR †,NR †,1409
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,18-64 Years not at High Risk,1.2,0.6 to 1.8,1409
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,18-64 Years not at High Risk,6.5,5.1 to 7.9,1409
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,18-64 Years not at High Risk,19.8,17.3 to 22.3,1409
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,18-64 Years not at High Risk,28.8,25.9 to 31.7,1409
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,18-64 Years not at High Risk,32.6,29.5 to 35.7,1409
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,18-64 Years not at High Risk,36.3,32.8 to 39.8,1409
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,18-64 Years not at High Risk,37.7,34.2 to 41.2,1409
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,18-64 Years not at High Risk,38.5,35.0 to 42.0,1409
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,18-64 Years not at High Risk,38.5,35.0 to 42.0,1409
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,18-64 Years not at High Risk,39.4,35.7 to 43.1,1409
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,18-49 Years,NR †,NR †,1237
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,18-49 Years,1.4,0.6 to 2.2,1237
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,18-49 Years,5.9,4.3 to 7.5,1237
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,18-49 Years,17.2,14.7 to 19.7,1237
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,18-49 Years,26.0,22.9 to 29.1,1237
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,18-49 Years,29.3,26.0 to 32.6,1237
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,18-49 Years,33.0,29.5 to 36.5,1237
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,18-49 Years,34.6,31.1 to 38.1,1237
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,18-49 Years,35.3,31.6 to 39.0,1237
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,18-49 Years,35.7,32.0 to 39.4,1237
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,18-49 Years,36.1,32.4 to 39.8,1237
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,18-49 Years at High Risk,NR †,NR †,209
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,18-49 Years at High Risk,NR †,NR †,209
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,18-49 Years at High Risk,NR †,NR †,209
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,18-49 Years at High Risk,18.5,11.2 to 25.8,209
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,18-49 Years at High Risk,29.7,21.1 to 38.3,209
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,18-49 Years at High Risk,31.7,23.1 to 40.3,209
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,18-49 Years at High Risk,36.0,27.0 to 45.0,209
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,18-49 Years at High Risk,39.8,30.6 to 49.0,209
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,18-49 Years at High Risk,39.8,30.6 to 49.0,209
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,18-49 Years at High Risk,41.7,32.1 to 51.3,209
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,18-49 Years at High Risk,41.7,32.1 to 51.3,209
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,18-49 Years not at High Risk,NR †,NR †,1007
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,18-49 Years not at High Risk,1.4,0.6 to 2.2,1007
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,18-49 Years not at High Risk,5.4,3.8 to 7.0,1007
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,18-49 Years not at High Risk,17.0,14.3 to 19.7,1007
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,18-49 Years not at High Risk,25.1,21.8 to 28.4,1007
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,18-49 Years not at High Risk,28.8,25.3 to 32.3,1007
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,18-49 Years not at High Risk,32.5,28.6 to 36.4,1007
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,18-49 Years not at High Risk,33.6,29.7 to 37.5,1007
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,18-49 Years not at High Risk,34.5,30.4 to 38.6,1007
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,18-49 Years not at High Risk,34.5,30.4 to 38.6,1007
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,18-49 Years not at High Risk,35.1,31.0 to 39.2,1007
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,50-64 Years,NR †,NR †,647
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,50-64 Years,NR †,NR †,647
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,50-64 Years,10.0,7.3 to 12.7,647
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,50-64 Years,27.2,22.9 to 31.5,647
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,50-64 Years,38.1,33.2 to 43.0,647
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,50-64 Years,42.9,37.8 to 48.0,647
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,50-64 Years,47.1,41.6 to 52.6,647
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,50-64 Years,48.6,43.1 to 54.1,647
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,50-64 Years,49.4,43.9 to 54.9,647
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,50-64 Years,50.0,44.5 to 55.5,647
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,50-64 Years,50.8,45.1 to 56.5,647
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Age,>=65 Years,NR †,NR †,820
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Age,>=65 Years,3.4,1.8 to 5.0,820
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Age,>=65 Years,20.4,17.1 to 23.7,820
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Age,>=65 Years,48.3,44.0 to 52.6,820
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Age,>=65 Years,59.2,54.9 to 63.5,820
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Age,>=65 Years,61.6,57.3 to 65.9,820
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Age,>=65 Years,64.8,60.5 to 69.1,820
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Age,>=65 Years,67.3,63.0 to 71.6,820
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Age,>=65 Years,68.7,64.4 to 73.0,820
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Age,>=65 Years,70.2,65.7 to 74.7,820
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Age,>=65 Years,72.1,67.4 to 76.8,820
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Race and Ethnicity,"White, Non-Hispanic",0.7,0.4 to 1.0,4146
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Race and Ethnicity,"White, Non-Hispanic",2.1,1.6 to 2.6,4146
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Race and Ethnicity,"White, Non-Hispanic",12.9,11.4 to 14.4,4146
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Race and Ethnicity,"White, Non-Hispanic",34.2,31.9 to 36.5,4146
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Race and Ethnicity,"White, Non-Hispanic",44.5,42.0 to 47.0,4146
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Race and Ethnicity,"White, Non-Hispanic",47.8,45.2 to 50.4,4146
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Race and Ethnicity,"White, Non-Hispanic",50.6,48.0 to 53.2,4146
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Race and Ethnicity,"White, Non-Hispanic",52.1,49.3 to 54.9,4146
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Race and Ethnicity,"White, Non-Hispanic",52.5,49.7 to 55.3,4146
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Race and Ethnicity,"White, Non-Hispanic",53.2,50.4 to 56.0,4146
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Race and Ethnicity,"White, Non-Hispanic",54.1,51.2 to 57.0,4146
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Race and Ethnicity,"Black, Non-Hispanic",1.2,0.5 to 1.9,1082
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Race and Ethnicity,"Black, Non-Hispanic",4.2,2.7 to 5.7,1082
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Race and Ethnicity,"Black, Non-Hispanic",10.6,7.9 to 13.3,1082
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Race and Ethnicity,"Black, Non-Hispanic",17.2,13.9 to 20.5,1082
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Race and Ethnicity,"Black, Non-Hispanic",23.7,19.7 to 27.7,1082
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,12,Race and Ethnicity,"Black, Non-Hispanic",26.9,22.5 to 31.3,1082
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,1,Race and Ethnicity,"Black, Non-Hispanic",34.1,28.7 to 39.5,1082
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,2,Race and Ethnicity,"Black, Non-Hispanic",34.8,29.4 to 40.2,1082
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,3,Race and Ethnicity,"Black, Non-Hispanic",37.1,31.5 to 42.7,1082
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,4,Race and Ethnicity,"Black, Non-Hispanic",37.6,32.0 to 43.2,1082
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,5,Race and Ethnicity,"Black, Non-Hispanic",40.6,34.0 to 47.2,1082
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,7,Race and Ethnicity,Hispanic,0.9,0.4 to 1.4,1658
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,8,Race and Ethnicity,Hispanic,3.3,2.3 to 4.3,1658
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,9,Race and Ethnicity,Hispanic,8.2,6.7 to 9.7,1658
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,10,Race and Ethnicity,Hispanic,20.7,17.8 to 23.6,1658
Seasonal Influenza,States/Local Areas,Illinois,17,2022-23,11,Race and Ethnicity,Hispanic,31.0,27.4 to 34.6,1658
